No,施設名,〒,所在地1,所在地2,℡,開　 設 年月日,開設者,管理者,歯科,矯正,小歯,口腔,備考,緯度,経度
952,マルヤマデンタルクリニック,950-1106,新潟市西区,ときめき西3丁目6-1,025-378-8072,平成30年2月15日,丸山　素代,丸山　素代,1,1,1,1,,37.879421,139.009781
953,三村歯科医院,950-2013,新潟市西区,小針が丘2番54号,025-266-4768,平成25年9月1日,三村　大輔,三村　大輔,1,0,0,0,,37.891178,138.990784
954,みやざき歯科医院,950-2051,新潟市西区,寺尾朝日通11番1号,025-234-1881,平成18年11月8日,宮﨑　朗,宮﨑　朗,1,0,1,0,,37.885101,138.98674
955,明倫短期大学附属歯科診療所,950-2086,新潟市西区,真砂3丁目16番10号,025-232-6361,平成9年4月5日,学校法人明倫学園,木暮　ミカ,1,1,1,1,,37.893753,138.982635
956,やかた歯科医院,950-1104,新潟市西区,寺地2031番地,025-233-1182,平成元年10月1日,医療法人社団やかた歯科医院,屋形　秀樹,1,1,1,1,,37.882702,139.009857
957,山岸歯科医院,950-2162,新潟市西区,五十嵐中島2丁目1番10号,025-263-5278,平成元年4月10日,山岸　茂,山岸　茂,1,0,0,0,,37.851089,138.925613
958,やまむろ歯科医院,950-2101,新潟市西区,五十嵐1の町7283番,025-268-1874,平成3年12月12日,山室　潤,山室　潤,1,0,0,0,,37.874271,138.948959
959,横堀歯科医院,950-2072,新潟市西区,松美台2番4号,025-230-1022,平成8年11月12日,横堀　正純,横堀　正純,1,0,1,1,,37.895824,138.994431
960,横山歯科医院,950-2112,新潟市西区,内野町809番地1,025-262-2243,平成18年10月30日,横山　智行,横山　智行,1,1,1,0,,37.861977,138.943634
961,よしざわ歯科,950-2261,新潟市西区,赤塚4598番地,025-239-2229,平成11年7月2日,吉澤　健,吉澤　健,1,0,0,0,,37.811798,138.881989
962,レオ歯科クリニック,950-2041,新潟市西区,坂井東5丁目25番21号,025-374-4374,平成19年4月5日,田澤　貴弘,田澤　貴弘,1,0,0,0,,37.871353,138.97081
963,ＷｈｉｔｅＢｅｒｒｙわしざわ歯科,950-2101,新潟市西区,五十嵐1の町6705番地,025-263-5500,令和1年10月1日,医療法人　明和会,川北　小百合,1,0,0,0,,37.868809,138.949112
964,和田歯科医院,950-2006,新潟市西区,青山新町1番3号,025-265-0418,平成4年6月15日,和田　隆史,和田　隆史,1,0,1,0,,37.89341,138.997284
965,わたなべ歯科医院,950-2041,新潟市西区,坂井東3丁目15番22号,025-260-5505,平成14年4月15日,渡邊　正勝,渡邊　正勝,1,0,1,0,,37.874088,138.977188
966,アサオ歯科医院,953-0041,新潟市西蒲区,巻甲2660番地1,0256-72-3017,昭和59年9月11日,麻生　隆大,麻生　隆大,1,0,0,0,,37.759323,138.889725
967,医療法人玄徳会しらとり歯科,953-0041,新潟市西蒲区,巻甲4380番地4,0256-72-1771,平成5年10月1日,医療法人玄徳会,小池　竜至,1,1,1,1,,37.753624,138.892212
968,きちろく歯科医院,950-1327,新潟市西蒲区,中之口523-1,025-375-2786,平成21年4月13日,白野　学,白野　学,1,0,0,0,,37.717636,138.966019
969,さとう歯科医院,959-0421,新潟市西蒲区,魲103番地3,0256-88-6565,平成元年11月24日,佐藤　圭一,佐藤　圭一,1,0,1,0,,37.76049,138.889282
970,白石歯科医院,953-0041,新潟市西蒲区,巻甲2427番地6,0256-72-2086,平成12年11月1日,医療法人社団白石歯科医院,白石　晋哉,1,1,1,0,,37.754765,138.887054
971,白鳥歯科クリニック,953-0042,新潟市西蒲区,赤鏥437番地1,0256-70-1181,平成13年9月1日,医療法人社団心愛会,白鳥　茂,1,1,1,1,,37.749802,138.891876
972,袖山歯科医院,953-0041,新潟市西蒲区,巻甲2920番地,0256-76-2966,平成8年9月11日,袖山　敬央,袖山　敬央,1,0,1,0,,37.757671,138.885971
973,高野歯科医院,953-0041,新潟市西蒲区,巻甲1404番地1,0256-73-3339,平成元年4月1日,医療法人社団高野歯科医院,高野　隆一,1,1,1,1,,37.76535,138.884933
974,棚橋歯科医院,959-0422,新潟市西蒲区,曽根358番地,0256-88-6555,昭和59年1月5日,棚橋　良文,棚橋　良文,1,0,0,0,,37.791279,138.916611
975,たはた歯科医院,953-0044,新潟市西蒲区,巻乙1594番地1,0256-73-0648,平成14年9月25日,田畑　伸人,田畑　伸人,1,0,1,1,,37.758278,138.879639
976,ながの歯科医院,953-0041,新潟市西蒲区,巻甲2679-1,0256-72-2549,平成24年3月1日,永野　恵子,永野　恵子,1,0,1,1,,37.759804,138.888809
977,西蒲原地区休日急患歯科診療所,953-0041,新潟市西蒲区,巻甲4363番地,0256-72-5499,平成12年3月21日,西蒲原福祉事務組合,荒井　節男,1,0,0,0,,37.754292,138.893143
978,のざわ歯科クリニック,950-1325,新潟市西蒲区,小吉1076番地1,025-375-8155,平成16年7月20日,野沢　太郎,野澤　太郎,1,0,1,1,,37.704735,138.970139
979,原歯科診療所,950-1344,新潟市西蒲区,福島1966番地,025-375-3538,平成17年11月15日,原　健人,原　健人,1,0,1,0,,37.726776,138.959457
980,ひらさわ歯科医院,953-0125,新潟市西蒲区,和納1443番地1,0256-82-1100,平成10年7月1日,平澤　貴典,平澤　貴典,1,0,1,0,,37.723419,138.885986
981,本間歯科医院,953-0125,新潟市西蒲区,和納1597番地10,0256-82-4615,昭和59年4月5日,医療法人社団昭正会,本間　正美,1,0,1,0,,37.724129,138.88121
982,松崎歯科医院,953-0061,新潟市西蒲区,馬堀6571番地,0256-73-3155,昭和63年6月14日,医療法人社団松崎歯科医院,松崎　正樹,1,0,0,0,,37.748234,138.912231
983,竹内歯科医院,953-0041,新潟市西蒲区,巻甲2529番地11,0256-73-3434,平成4年10月1日,医療法人社団竹内歯科医院,竹内　玄太郎,1,1,0,0,,37.757046,138.888565
984,山添歯科医院山添矯正歯科,953-0041,新潟市西蒲区,巻甲2125番地,0256-72-2048,平成29年4月1日,山添　清文,山添　清文,1,1,1,1,,37.763336,138.887299
985,ゆう歯科医院,953-0041,新潟市西蒲区,巻甲4081番地5新星ﾋﾞﾙ2F,0256-73-5101,平成12年4月20日,白石　祐一,白石　祐一,1,0,1,0,,37.760113,138.893005
986,ろはすデンタル,953-0041,新潟市西蒲区,巻甲4476番地1,0256-72-7542,令和2年4月1日,医療法人社団ろはす,上原　達明,1,1,1,0,,37.768574,138.880676
987,若月歯科医院,959-0425,新潟市西蒲区,押付1番地63,0256-88-5599,平成9年8月7日,若月　利義,若月　利義,1,1,1,0,,37.787754,138.918823
988,メイプル歯科クリニック,950-2042,新潟市西区,坂井791-2 ,025-201-8822,令和2年4月16日,織田　利郎,織田　利郎,1,0,0,0,,37.867119,138.955582
989,こやま歯科クリニック,950-2162,新潟市西区,五十嵐中島5丁目21番5号 ,025-378-6008,令和2年5月18日,小山　貴寛,小山　貴寛,1,0,1,1,,37.84663,138.916336
990,浅井歯科医院,950-0953,新潟市中央区,大島40-1 ,025-282-5694,令和2年6月1日,医療法人社団浅井歯科医院,浅井　哲也,1,1,1,1,,37.880009,139.022064
991,女池歯科クリニック,950-0941,新潟市中央区,女池2丁目3番17号 ,025-285-0033,令和2年6月1日,医療法人社団樹央会,佐藤　正樹,1,0,1,0,,37.894272,139.046295
992,こどもみらいクリニックデンタル,950-0925,新潟市中央区,弁天橋通3丁目8番6号,025-212-2127,令和7年4月14日,三上　諭,三上　諭,1,1,1,1,,37.890034,139.073502
993,りんご歯科医院,950-0087,新潟市中央区,東大通2丁目2番18号 ﾀﾁﾊﾞﾅﾋﾞﾙﾃﾞｨﾝｸﾞ1階1号室,025-255-6480,令和2年8月3日,澤口　正俊,澤口　正俊,1,0,0,0,,37.915821,139.05928
994,かとう歯科,950-2063,新潟市西区,寺尾台2丁目5番1号 ,025-233-3445,令和2年9月9日,加藤　晃茂,加藤　晃茂,1,1,1,0,,37.883209,138.977081
995,新潟西歯科クリニック,950-2035,新潟市西区,新通2757-3 ,025-378-5302,令和2年10月14日,医療法人社団D＆J,平野　淳子,1,0,1,1,,37.86002,138.956314
996,いしざき歯科,950-0813,新潟市東区,大形本町5丁目3-20 ,025-275-5522,令和2年10月15日,石崎　裕子,石崎　裕子,1,0,0,0,,37.921959,139.121353
997,関塚歯科医院,951-8062,新潟市中央区,西堀前通6番町905番地 第二西堀ﾋﾞﾙ4F,025-222-0344,令和2年10月30日,佐藤　栄美,佐藤　栄美,1,1,1,1,,37.921692,139.043961
998,さつき野矯正歯科医院　音の森,950-0941,新潟市中央区,女池6丁目5番23号 ,025-282-7317,令和6年4月1日,医療法人社団　彩雲会,寺久保　美紀子,1,1,1,0,,37.89212,139.040665
999,アサオ歯科医院,951-8068,新潟市中央区,上大川前通6番町1195番地1号,025-222-6480,令和3年2月1日,麻生　秀貴,麻生　秀貴,1,0,0,0,,37.919506,139.047836
1000,やまざき歯科医院,956-0816,新潟市秋葉区,新津東町3丁目4番3号 ,0250-25-3718,令和3年9月1日,医療法人社団　幸晴会,山崎　晴久,1,1,1,0,,37.804779,139.143265
1001,とうじょう歯科,950-2002,新潟市西区,青山7丁目2番9号 ,025-211-4078,令和3年5月17日,東條　悠史,東條　悠史,1,0,1,1,,37.899254,138.995529
1002,巻口歯科医院,951-8055,新潟市中央区,礎町通4ﾉ町2126番地 ,025-223-4748,令和3年6月4日,内山　郁子,内山　郁子,1,0,0,0,,37.922821,139.051941
1003,新潟矯正歯科クリニック,950-0088,新潟市中央区,万代3丁目1番1号 新潟日報ﾒﾃﾞｨｱｼｯﾌﾟ4階,025-240-9260,令和5年12月1日,一般社団法人　DDデンタルクリニック,谷田部　裕司,1,1,1,0,,37.918228,139.056274
1004,だい歯科訪問クリニック,950-0993,新潟市中央区,上所中3丁目14番13号 上所ﾒﾃﾞｨｶﾙｾﾝﾀｰ2階,025-256-8200,令和3年9月16日,渡邉　大祐,渡邉　大祐,1,0,1,1,,37.902683,139.035187
1005,アルファ歯科上木戸,950-0891,新潟市東区,上木戸4丁目7-13 ,025-274-1122,令和3年10月1日,医療法人社団　アルファエイト,村上　昌隆,1,0,1,1,,37.918579,139.10202
1006,ひなた歯科クリニック,950-0157,新潟市江南区,鵜ﾉ子4丁目3番3号 ,025-288-6513,令和3年7月16日,日向　剛,日向　剛,1,0,1,1,,37.871403,139.090942
1007,アイル歯科医院,950-0036,新潟市東区,空港西2丁目16-23 ,025-369-5376,令和3年6月16日,昆　はるか,昆　はるか,1,0,1,0,,37.947285,139.098877
1008,きらめき歯科クリニック,950-2002,新潟市西区,青山2丁目5番1号 ｲｵﾝ新潟青山店 2F,025-378-2411,令和3年6月16日,桑野　雄一郎,桑野　雄一郎,1,0,1,1,,37.896366,139.006012
1009,かつみ歯科口腔外科,950-0916,新潟市中央区,米山3丁目13-15 ,025-383-8041,令和3年10月14日,勝見　祐二,勝見　祐二,1,0,0,1,,37.907257,139.061905
1010,さかうえ矯正歯科クリニック,950-0971,新潟市中央区,近江3丁目32-1 ,025-385-7616,令和3年8月11日,坂上　馨,坂上　馨,0,1,0,0,,37.902996,139.042725
1011,ｉ歯科,950-0087,新潟市中央区,東大通2丁目2-9 ﾄｰｶﾝ万代第二ﾋﾞｭｰﾊｲﾂ 207号,025-385-6260,令和3年12月16日,稲葉　稔,稲葉　稔,1,0,0,1,,37.915359,139.058792
1012,医療法人ＭＡＫＩＮＧ　ＴＨＥ　ＲＯＡＤ　あゆみ歯科医院,950-2022,新潟市西区,小針5丁目8番15号 ,025-265-1466,令和4年1月11日,医療法人MAKING THE ROAD,中澤　孝明,1,0,0,0,,37.886616,138.995407
1013,たろ歯科医院,950-0841,新潟市東区,中野山7丁目1番2号 ,025-250-0388,令和4年1月18日,千葉　太郎,千葉　太郎,1,0,1,0,,37.900948,139.10553
1014,うらら歯科,950-0121,新潟市江南区,亀田向陽1丁目3-32 ,025-250-0187,令和4年2月17日,齊藤　翔,齊藤　翔,1,0,1,1,,37.876549,139.112946
1015,新潟歯科・矯正歯科　ＨＩＤＥＮＴ,950-2011,新潟市西区,小針上山9番34号5 ,025-267-2525,令和4年3月17日,医療法人社団　明理会,大墨　竜也,1,1,1,1,,37.893429,138.992661
1016,八百板歯科医院,959-0421,新潟市西蒲区,魲138-1 ,0256-88-6543,令和4年9月14日,八百板　隆徳,八百板　隆徳,1,0,1,0,,37.76049,138.889282
1017,竹山矯正歯科クリニック,950-0841,新潟市東区,中野山7丁目1番18号 ,025-367-2931,令和4年10月11日,竹山　雅規,竹山　雅規,0,1,0,0,,37.900665,139.105576
1018,みずいろ歯科,950-0005,新潟市東区,太平4丁目3-17,025-250-1333,令和4年11月14日,堀水　慎,堀水　慎,1,0,1,0,,37.943867,139.109161
1019,シュウデンタルクリニック,950-0153,新潟市江南区,船戸山5丁目9番14号 ,025-385-6626,令和5年1月18日,大村　収,大村　収,1,0,1,1,,37.867039,139.10173
1020,がじゅまる歯科,956-0805,新潟市秋葉区,中野4丁目5-12 ,0250-47-3821,令和5年2月10日,菊地　さつき,菊地　さつき,1,0,1,1,,37.83287,139.110016
1021,せきや歯科クリニック,951-8152,新潟市中央区,信濃町4番8号 ,025-231-1377,平成21年12月1日,笹川　和史,笹川　和史,1,0,0,0,,37.906338,139.011566
1022,しんじょう歯科医院,950-0115,新潟市江南区,丸山ﾉ内善之丞組362番地8 ,025-256-8177,令和5年3月14日,新庄　洋崇,新庄　洋崇,1,0,1,1,,37.880424,139.128159
1023,あきやま歯科クリニック,950-0111,新潟市江南区,曽野木1丁目4-9 ,025-250-1765,令和5年4月10日,秋山　信人,秋山　信人,1,0,1,1,,37.867691,139.041504
1024,からさわ歯科医院,950-0115,新潟市中央区,笹口2丁目3番5号 ﾒｿﾞﾝ･ﾄﾞ･ｿﾚｲﾕ1階,025-288-1281,令和5年7月14日,唐澤　康太,唐澤　康太,1,0,1,1,,37.909615,139.063126
1025,入船みなと歯科,950-0118,新潟市中央区,附船町1丁目4092番,025-378-1980,令和5年10月1日,医療法人社団Ｄ＆Ｊ,佐久間　駿,1,0,1,1,,37.935062,139.054794
1026,小飯塚歯科クリニック,950-0120,新潟市北区,嘉山5丁目6番8号,025-212-2118,令和5年11月6日,小飯塚　仁美,小飯塚　仁美,1,0,0,0,,37.909775,139.220474
1027,八木歯科クリニック,953-0041,新潟市西蒲区,巻甲3232番地3,0256-72-1511,平成17年7月11日,八木　一江,八木　一江,1,0,1,0,,37.768574,138.880676
1028,まなぶ歯科,950-2121,新潟市西区,槇尾100番,025-378-4608,令和5年12月28日,渡部　学,渡部　学,1,0,1,0,,37.855942,138.942139
1029,にいがたこども歯科,950-2028,新潟市西区,小新南2丁目9番13号,025-201-8588,令和6年3月4日,鈴木　絢子,鈴木　絢子,1,1,1,1,,37.867401,138.990341
1030,小出歯科クリニック,950-0033,新潟市東区,河渡新町2丁目4番61号1,025-288-1876,令和6年4月11日,小出　勝義,小出　勝義,1,1,1,1,,37.94783,139.111343
1031,新潟I’ｓ歯科・矯正歯科,950-0911,新潟市中央区,笹口2丁目1番6号,025-212-9007,令和7年2月1日,医療法人社団　新心会,松本　悠利,1,1,1,1,,37.910046,139.063019
1032,日和が丘デンタルクリニック,950-2063,新潟市西区,寺尾台1丁目1番地16号,025-210-5586,令和6年5月13日,笹川　敦大,笹川　敦大,1,0,1,1,,37.883163,138.979416
1033,よしぞえ歯科クリニック,950-0143,新潟市江南区,元町1丁目3-2,025-381-8241,令和8年1月1日,医療法人社団　よしぞえ歯科クリニック,吉副　茂夫,1,1,1,1,,37.86512,139.109604
1034,村田歯科医院,950-2002,新潟市西区,青山5丁目9番34号 ,025-267-6736,令和3年2月28日,村田容子,村田容子,1,0,0,0,,37.899643,138.997345
1035,ことのはデンタルクリニック,950-0941,新潟市中央区,女池4丁目19-3,025-281-1080,令和7年1月14日,藤田　雪野,藤田　雪野,1,0,1,0,,37.895309,139.03804
1036,エムワイデンタルクリニック,950-0813,新潟市東区,大形本町3丁目1番2号ｲｵﾝ新潟東店2階,025-272-5566,令和8年2月1日,馬　有加,馬　有加,1,0,1,1,,37.924152,139.113754
1037,みのりデンタルクリニック,950-0924,新潟市中央区,美の里1-14,025-381-2211,令和7年3月24日,風間　裕友樹,風間　裕友樹,1,1,1,0,,37.884068,139.077454
1038,ｉｒｏｄｏｒｉ　ＤＥＮＴＡＬ　ＨＯＵＳＥ,950-0941,新潟市中央区,女池3丁目22番10号,025-384-0671,令和7年5月14日,医療法人社団Ｌａｕｇｈ　Ｗｉｔｈ,小林　鷹,1,0,1,1,,37.896103,139.04274
1039,めぐりデンタルクリニック,950-0946,新潟市中央区,女池西2丁目6番12号,025-384-0175,令和7年6月13日,医療法人ＳｍｉｌｅＭａｋｅ,武田　洋一,1,0,1,0,,37.890907,139.036087
1040,やまざきデンタルクリニック,950-0923,新潟市中央区,姥ｹ山5丁目14-26,025-282-7748,令和7年7月4日,山﨑　裕太,山﨑　裕太,1,1,1,1,,37.890427,139.078278
1041,三上歯科医院,950-0925,新潟市中央区,弁天橋通3丁目8番13号,025-385-6535,令和7年10月1日,三上　憲一郎,三上　憲一郎,1,0,0,0,,37.889801,139.073837
1042,新潟駅前歯科ルミナスクリニック,950-0087,新潟市中央区,東大通1丁目3番1号INPEX新潟ﾋﾞﾙﾃﾞｨﾝｸﾞ1階,025-288-1546,令和7年9月25日,医療法人社団　幸晴会,山崎　貴子,1,1,0,0,,37.91407,139.060928
1043,廣瀬歯科医院,951-8028,新潟市中央区,東湊町通1ﾉ町2586番地,025-222-2396,昭和54年8月1日,廣瀬　秀,廣瀬　秀,1,0,0,0,,37.927151,139.051147
1044,不二崎歯科医院,950-3125,新潟市北区,松浜本町2丁目9番11号,025-259-2130,平成4年1月10日,不二崎　正径,不二崎　正径,1,0,0,0,,37.949688,139.143631
1045,ひろみ歯科・矯正歯科　ファミリークリニック,950-1203,新潟市南区,大通黄金2丁目7-2,025-211-3040,令和8年2月24日,村木　広美,村木　広美,1,1,1,1,,37.8237,139.022736
